user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preferred_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,was_referred,avg_rating_given,loyalty_encoded,city_encoded
R05257,0,15,0.0,0,1,4,7,386.14,19.31,20,14.489999999999998,3,2,3,2.67,29.3,14.98,1.14,0.35,0.35,0.15,0.2,0,4.065,2.0,2.0,20.0,3.5,0.0,4.26,160,-0.5,20,0,4.8,0,1
R05258,0,37,0.0,0,0,1,4,203.24,15.63,13,0.0,1,1,1,1.0,32.54,14.07,1.06,0.23,0.08,0.15,0.15,0,4.277,3.0,3.0,109.67,2.0,0.33,5.4,608,-0.5,13,1,5.0,0,0
R05259,0,2,0.0,1,2,3,3,315.67,19.73,16,61.196,5,4,2,3.67,35.5,14.98,1.2,0.31,0.31,0.38,0.38,0,4.031,6.0,6.0,99.5,2.67,0.17,5.59,92,0.5,16,0,4.8,0,1
R05260,1,30,0.0,0,0,1,2,445.07,23.42,19,0.0,1,1,4,2.0,31.21,17.2,1.23,0.63,0.42,0.16,0.37,0,4.058,6.0,6.0,48.33,1.83,0.33,4.49,69,-0.5,19,0,4.7,2,1
R05261,1,1,0.0,1,2,2,2,313.99,19.62,16,30.240000000000002,5,4,2,3.67,32.81,16.67,1.1,0.56,0.56,0.38,0.12,0,3.844,6.0,6.0,96.5,1.5,0.17,4.98,104,2.0,16,0,3.6,2,1
R05263,0,3,0.0,1,5,8,9,381.76,19.09,20,145.83800000000002,5,5,3,4.33,36.6,15.2,1.16,0.35,0.6,0.25,0.2,0,4.185,6.0,6.0,48.5,2.67,0.17,4.87,705,0.5,20,0,4.8,0,1
R05264,0,2,0.0,2,5,7,8,491.0,19.64,25,97.995,5,5,5,5.0,28.76,15.88,1.17,0.36,0.2,0.28,0.24,0,4.02,8.0,8.0,79.0,2.88,0.12,5.43,389,1.0,25,0,4.4,1,0
R05265,0,0,0.0,1,3,3,7,279.83,14.73,19,44.69,5,5,1,3.67,28.32,12.81,1.08,0.37,0.26,0.26,0.11,0,4.342,6.0,6.0,107.0,3.67,0.0,5.98,87,3.0,18,0,4.4,1,2
R05266,1,2,0.0,2,3,4,6,444.25,21.15,21,38.709999999999994,5,5,4,4.67,30.29,16.38,1.2,0.19,0.24,0.24,0.19,0,4.243,11.0,11.0,62.45,2.64,0.09,5.11,184,1.0,21,1,4.0,0,2
R05267,0,21,0.0,0,2,3,5,412.06,24.24,17,42.355,2,4,4,3.33,33.29,16.73,1.26,0.59,0.53,0.47,0.0,0,4.165,4.0,4.0,40.75,3.25,0.75,4.89,280,0.5,17,1,4.2,2,1
R05268,0,52,0.0,0,0,1,2,415.2,25.95,16,0.0,1,1,4,2.0,29.0,18.58,1.21,0.44,0.38,0.31,0.38,0,4.256,6.0,6.0,194.83,2.5,0.0,6.19,127,-0.5,16,1,4.5,0,1
R05269,0,16,0.0,0,3,3,3,296.62,15.61,19,55.46,3,5,2,3.33,38.11,14.0,1.09,0.16,0.58,0.37,0.21,0,4.311,5.0,5.0,28.4,3.0,0.4,4.46,253,3.0,19,0,4.6,0,1
R05270,0,54,0.0,0,0,1,2,360.35,22.52,16,0.0,1,1,3,1.67,31.75,16.85,1.2,0.19,0.19,0.56,0.31,0,3.888,4.0,4.0,46.25,2.75,0.0,4.85,646,-0.5,16,1,4.4,0,0
R05271,0,7,0.0,0,2,3,6,238.94,17.07,14,20.312,4,4,1,3.0,35.07,15.17,1.09,0.29,0.14,0.36,0.0,0,4.393,4.0,4.0,55.25,3.25,0.25,5.2,379,0.5,14,1,4.8,0,0
R05272,0,4,0.0,2,3,3,4,282.1,17.63,16,40.2,4,5,1,3.33,37.62,14.96,1.1,0.62,0.31,0.12,0.12,0,4.131,4.0,4.0,70.75,2.75,0.75,5.28,390,3.0,15,1,4.4,3,2
R05273,0,1,0.0,1,2,3,7,666.84,21.51,31,20.47,5,4,5,4.67,30.9,16.37,1.16,0.26,0.23,0.35,0.13,0,4.142,8.0,8.0,81.62,1.88,0.12,5.04,496,0.5,30,0,4.2,0,2
R05274,0,8,0.0,0,1,4,7,503.06,25.15,20,10.81,4,2,5,3.67,32.2,17.91,1.28,0.3,0.5,0.35,0.3,0,4.08,4.0,4.0,41.5,3.5,0.0,4.99,397,-0.5,20,0,2.9,0,1
R05275,0,22,0.0,0,2,3,5,217.24,15.52,14,48.54600000000001,2,4,1,2.33,28.93,14.01,1.06,0.36,0.07,0.14,0.07,0,4.1,4.0,4.0,125.75,2.75,0.25,5.85,664,0.5,14,0,4.0,0,0
R05276,0,27,999.0,0,1,3,5,498.73,16.62,30,9.25,2,2,5,3.0,33.23,14.73,1.07,0.2,0.3,0.33,0.1,0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,719,-0.33,30,0,4.5,0,0
R05277,0,9,0.0,0,3,4,6,267.46,16.72,16,57.846,4,5,1,3.33,34.31,14.11,1.1,0.88,0.06,0.19,0.25,0,4.125,4.0,4.0,50.25,2.75,0.5,4.94,458,1.0,16,0,4.9,2,2
R05278,0,24,0.0,0,1,4,5,525.6,21.9,24,20.67,2,2,5,3.0,29.54,16.54,1.2,0.5,0.21,0.21,0.33,0,4.146,7.0,7.0,77.14,3.0,0.57,5.45,333,-0.5,24,0,4.2,2,2
R05279,0,15,0.0,0,1,3,4,433.95,22.84,19,21.056,3,2,4,3.0,28.53,16.64,1.23,0.11,0.26,0.37,0.16,0,4.116,5.0,5.0,31.6,3.0,0.0,4.56,226,-0.33,18,0,4.5,0,0
R05280,0,7,0.0,0,2,2,2,202.84,18.44,11,27.81,4,4,1,3.0,40.36,15.58,1.12,0.36,0.36,0.36,0.09,0,4.064,4.0,4.0,104.0,1.5,0.0,5.06,267,2.0,11,0,4.0,0,2
R05281,1,12,0.0,0,1,1,3,386.82,16.82,23,21.91,3,2,3,2.67,33.43,14.69,1.07,0.65,0.3,0.26,0.22,0,4.261,7.0,7.0,154.29,3.14,0.43,6.19,396,1.0,23,0,4.6,2,2
R05282,0,8,0.0,0,2,3,6,345.79,20.34,17,34.324,4,4,3,3.67,28.94,16.04,1.16,0.24,0.24,0.29,0.18,0,4.271,7.0,7.0,128.43,2.57,0.29,5.8,680,0.5,17,1,3.8,0,0
R05283,0,22,0.0,0,1,2,7,627.36,24.13,26,12.01,2,2,5,3.0,33.0,17.05,1.24,0.31,0.62,0.42,0.23,0,4.158,5.0,5.0,68.8,1.2,0.0,4.43,320,0.0,26,0,4.9,0,1
R05284,0,3,0.0,2,3,3,5,457.91,20.81,22,52.277,5,5,4,4.67,38.41,16.83,1.14,0.45,0.45,0.36,0.14,0,4.1,4.0,4.0,19.5,2.25,0.0,3.8,523,3.0,21,0,4.6,1,1
R05285,0,5,0.0,3,4,5,7,394.89,20.78,19,102.916,4,5,3,4.0,28.47,17.12,1.16,0.11,0.21,0.21,0.21,0,4.274,4.0,4.0,70.25,1.0,0.25,4.27,630,1.5,18,1,4.6,0,2
R05286,0,29,0.0,0,1,4,6,402.75,22.37,18,14.74,2,2,4,2.67,31.61,16.86,1.23,0.17,0.06,0.33,0.11,0,4.139,4.0,4.0,141.75,2.0,0.25,5.65,338,-0.5,17,1,4.9,0,0
R05287,0,6,0.0,1,2,3,5,339.89,16.99,20,31.252000000000002,4,4,2,3.33,33.15,13.78,1.14,0.35,0.25,0.3,0.05,0,4.44,3.0,3.0,99.0,3.0,0.0,5.7,257,0.5,20,0,4.6,0,2
R05288,0,2,0.0,1,1,3,4,380.35,23.77,16,15.35,5,2,3,3.33,31.81,17.91,1.22,0.12,0.25,0.31,0.31,0,3.844,7.0,7.0,88.0,2.86,0.0,5.53,281,-0.33,14,0,4.6,0,0
R05290,0,5,0.0,1,1,3,4,406.09,21.37,19,20.84,4,2,4,3.33,29.95,16.13,1.18,0.68,0.11,0.21,0.32,0,3.837,5.0,5.0,450.6,3.0,0.4,7.21,161,-0.33,19,1,4.6,2,0
R05291,0,23,0.0,0,1,1,4,560.81,20.03,28,15.41,2,2,5,3.0,32.96,16.21,1.16,0.25,0.18,0.39,0.21,0,3.914,3.0,3.0,91.0,4.33,0.33,5.98,633,1.0,27,0,4.8,1,0
R05292,0,79,0.0,0,0,0,1,455.53,23.98,19,0.0,1,1,4,2.0,36.68,17.8,1.22,0.26,0.21,0.42,0.21,0,4.405,8.0,8.0,187.88,2.38,0.12,6.11,711,0.0,19,0,4.2,0,0
R05294,0,29,0.0,0,1,2,4,276.21,15.34,18,14.56,2,2,1,1.67,33.06,12.89,1.14,0.28,0.44,0.33,0.11,0,3.961,6.0,6.0,27.83,2.5,0.17,4.26,342,0.0,18,1,3.4,0,1
R05295,0,45,0.0,0,0,2,5,331.07,18.39,18,0.0,1,1,2,1.33,36.06,14.99,1.17,0.39,0.39,0.28,0.28,0,4.189,6.0,6.0,34.33,3.17,0.17,4.7,521,-0.67,17,0,5.0,0,1
R05296,1,59,0.0,0,0,1,5,384.01,20.21,19,0.0,1,1,3,1.67,28.63,16.6,1.16,0.16,0.26,0.21,0.21,0,4.274,4.0,4.0,61.25,4.0,0.0,5.51,371,-0.5,19,0,4.3,0,2
R05297,0,10,0.0,0,1,5,7,374.48,17.02,22,23.04,3,2,3,2.67,31.86,14.68,1.12,0.18,0.59,0.14,0.14,0,4.286,7.0,7.0,126.86,3.57,0.14,6.12,157,-0.6,22,0,4.8,0,1
R05298,0,37,0.0,0,0,2,3,314.43,17.47,18,0.0,1,1,2,1.33,31.17,15.88,1.07,0.17,0.17,0.28,0.17,0,4.367,4.0,4.0,93.5,1.75,0.25,5.1,395,-0.67,18,0,4.5,1,2
R05300,0,12,0.0,0,2,2,3,326.93,16.35,20,35.829,3,4,2,3.0,38.05,13.48,1.1,0.7,0.25,0.3,0.15,0,4.465,5.0,5.0,69.8,2.6,0.2,5.21,388,2.0,20,1,3.8,2,2
R05302,1,11,0.0,0,1,2,3,300.78,18.8,16,23.238,3,2,2,2.33,27.06,15.17,1.18,0.19,0.44,0.31,0.19,0,4.294,5.0,5.0,408.2,2.0,0.2,6.71,372,0.0,15,0,4.7,1,1
R05303,1,26,0.0,0,1,2,4,264.7,16.54,16,22.785,2,2,1,1.67,32.56,13.98,1.12,0.25,0.56,0.25,0.12,0,4.2,2.0,2.0,18.0,3.5,0.0,4.16,718,0.0,16,0,4.6,0,1
R05304,0,17,0.0,0,1,2,2,199.81,14.27,14,11.63,2,2,1,1.67,31.21,13.74,1.01,0.29,0.29,0.29,0.0,0,4.086,8.0,8.0,204.25,2.12,0.0,6.07,390,0.0,14,0,4.4,0,2
R05305,0,15,0.0,0,2,4,8,323.48,16.17,20,38.25,3,4,2,3.0,28.8,13.77,1.13,0.5,0.25,0.25,0.1,0,4.25,10.0,10.0,58.1,3.2,0.5,5.23,456,0.0,20,0,4.2,2,2
R05306,0,43,0.0,0,0,1,2,362.23,19.06,19,0.0,1,1,3,1.67,38.05,16.5,1.13,0.11,0.11,0.37,0.21,0,4.258,6.0,6.0,358.17,2.67,0.0,6.86,287,-0.5,19,1,4.4,1,2
R05307,0,33,0.0,0,0,1,1,407.68,19.41,21,0.0,1,1,4,2.0,34.62,16.72,1.11,0.19,0.48,0.19,0.24,0,4.343,6.0,6.0,128.67,3.17,0.33,6.01,529,-0.5,20,0,4.8,0,1
R05308,0,80,0.0,0,0,0,1,248.86,19.14,13,0.0,1,1,1,1.0,34.69,16.12,1.12,0.31,0.0,0.31,0.31,0,4.508,3.0,3.0,252.33,1.67,0.33,6.05,578,0.0,13,0,4.6,1,0
R05309,0,12,0.0,0,1,3,4,313.76,17.43,18,18.25,3,2,2,2.33,29.39,14.64,1.18,0.11,0.28,0.28,0.28,0,4.133,5.0,5.0,49.4,2.4,0.0,4.78,254,-0.33,18,1,4.4,0,2
R05310,0,1,0.0,1,3,4,4,379.71,18.99,20,37.641999999999996,5,5,3,4.33,30.0,14.8,1.17,0.7,0.4,0.25,0.3,0,4.135,5.0,5.0,142.4,3.8,0.4,6.3,401,1.0,19,0,4.1,3,2
R05311,0,1,0.0,1,3,4,4,290.33,18.15,16,44.69,5,5,1,3.67,28.44,16.43,1.07,0.31,0.31,0.44,0.06,0,4.225,6.0,6.0,72.33,3.5,0.17,5.54,218,1.0,16,1,4.5,0,0
R05313,1,26,0.0,0,1,2,4,488.99,18.81,26,14.4,2,2,5,3.0,34.54,14.04,1.2,0.27,0.46,0.27,0.19,0,4.123,2.0,2.0,51.0,3.0,0.0,5.04,596,0.0,25,0,4.9,0,1
R05314,0,42,0.0,0,0,2,2,332.4,20.78,16,0.0,1,1,2,1.33,38.88,16.14,1.17,0.69,0.62,0.38,0.19,0,4.088,1.0,1.0,7.0,3.0,0.0,3.09,558,-0.67,16,0,4.0,2,1
R05315,1,35,0.0,0,0,1,2,392.92,18.71,21,0.0,1,1,3,1.67,36.95,15.85,1.13,0.24,0.57,0.29,0.14,0,4.271,9.0,9.0,42.78,1.67,0.11,4.28,668,-0.5,21,1,5.0,0,1
R05317,0,20,0.0,0,1,2,7,395.46,17.98,22,11.59,2,2,3,2.33,28.0,14.68,1.14,0.41,0.23,0.36,0.18,0,4.032,4.0,4.0,94.75,3.0,0.25,5.65,439,0.0,22,1,4.2,0,2
R05318,0,7,0.0,0,3,7,10,507.04,21.13,24,76.42699999999999,4,5,5,4.67,27.0,15.74,1.23,0.25,0.58,0.29,0.25,0,4.167,5.0,5.0,28.4,3.6,0.2,4.64,269,-0.2,24,1,4.3,0,1
R05319,0,12,0.0,0,2,4,8,413.74,15.91,26,36.08,3,4,4,3.67,30.31,14.21,1.1,0.15,0.31,0.23,0.38,0,4.358,11.0,11.0,103.0,3.55,0.0,5.9,729,0.0,25,0,4.1,1,0
R05320,0,11,0.0,0,6,7,10,574.6,22.1,26,142.296,3,5,5,4.33,33.81,15.84,1.25,0.42,0.19,0.31,0.31,0,4.162,2.0,2.0,10.0,2.5,0.0,3.26,494,2.5,26,0,4.8,1,0
R05321,0,17,0.0,0,2,3,6,567.14,22.69,25,26.35,2,4,5,3.67,28.4,17.06,1.2,0.36,0.12,0.2,0.24,0,4.28,4.0,4.0,31.0,4.5,0.0,4.95,670,0.5,24,0,5.0,0,0
R05322,0,25,0.0,0,1,2,5,224.32,14.02,16,10.32,2,2,1,1.67,31.31,12.9,1.02,0.31,0.25,0.19,0.19,0,4.238,3.0,3.0,16.0,2.67,0.0,3.78,220,0.0,16,1,4.0,0,2
R05323,0,4,0.0,1,1,1,3,395.76,17.21,23,10.82,4,2,3,3.0,31.65,15.13,1.11,0.39,0.35,0.26,0.13,0,4.204,5.0,5.0,36.6,2.2,0.0,4.4,512,1.0,23,1,4.8,0,2
R05324,0,31,0.0,0,0,4,5,423.97,18.43,23,0.0,1,1,4,2.0,40.09,14.33,1.21,0.26,0.48,0.26,0.3,0,4.13,4.0,4.0,69.0,4.0,0.25,5.62,445,-0.8,23,0,4.9,0,2
R05325,0,15,0.0,0,2,2,5,288.37,18.02,16,23.58,3,4,1,2.67,29.19,15.45,1.07,0.62,0.38,0.31,0.12,0,4.488,3.0,3.0,154.33,1.33,0.33,5.33,618,2.0,14,0,5.0,3,2
R05326,0,10,0.0,0,2,5,7,467.42,20.32,23,41.369,3,4,5,4.0,32.26,16.83,1.13,0.43,0.3,0.35,0.17,0,4.222,4.0,4.0,52.0,4.0,0.25,5.34,466,-0.25,23,0,3.5,1,2
R05327,0,15,0.0,0,1,2,7,502.05,17.93,28,10.01,3,2,5,3.33,33.04,14.53,1.14,0.36,0.32,0.29,0.21,0,4.3,4.0,4.0,88.75,3.5,0.25,5.74,193,0.0,28,0,4.6,1,0
R05329,0,7,0.0,0,3,5,6,511.04,30.06,17,63.4,4,5,5,4.67,38.18,20.73,1.36,0.24,0.47,0.41,0.53,0,4.071,3.0,3.0,58.33,3.0,0.0,5.17,87,0.33,17,0,4.5,0,1
R05331,1,8,0.0,0,1,3,3,320.73,17.82,18,14.88,4,2,2,2.67,33.39,15.69,1.09,0.22,0.61,0.39,0.06,0,4.189,6.0,6.0,100.5,2.5,0.17,5.53,476,-0.33,18,0,3.3,1,1
R05332,0,9,0.0,0,1,3,4,416.64,18.94,22,30.498,4,2,4,3.33,35.27,15.86,1.12,0.55,0.5,0.32,0.23,0,4.059,4.0,4.0,248.0,2.0,0.25,6.21,591,-0.33,21,0,4.6,2,1
R05333,0,22,0.0,0,2,2,4,401.49,21.13,19,33.11,2,4,4,3.33,29.79,16.84,1.18,0.32,0.47,0.32,0.26,0,4.079,5.0,5.0,37.2,3.4,0.2,4.85,310,2.0,19,1,4.4,1,1
R05334,0,3,0.0,1,3,3,7,339.0,16.95,20,61.521,5,5,2,4.0,35.0,14.26,1.12,0.4,0.5,0.25,0.25,0,4.15,10.0,10.0,65.2,3.2,0.2,5.35,662,3.0,20,1,5.0,0,1
R05336,0,11,0.0,0,2,2,4,296.83,15.62,19,33.04,3,4,2,3.0,32.79,14.15,1.06,0.16,0.11,0.16,0.11,0,4.3,3.0,3.0,80.33,1.67,0.33,4.91,213,2.0,19,1,4.6,0,0
R05337,0,1,0.0,1,1,2,4,389.23,21.62,18,11.044,5,2,3,3.33,37.67,16.87,1.24,0.22,0.33,0.33,0.39,0,4.339,1.0,1.0,7.0,5.0,0.0,3.58,321,0.0,18,0,4.0,1,2
R05338,0,22,0.0,0,2,2,4,378.47,19.92,19,26.952,2,4,3,3.0,33.05,15.61,1.16,0.16,0.32,0.21,0.26,0,4.353,2.0,2.0,60.5,1.0,0.5,4.12,135,2.0,19,1,4.7,0,0
R05339,0,47,0.0,0,0,1,1,325.11,23.22,14,0.0,1,1,2,1.33,31.64,16.09,1.26,0.57,0.64,0.14,0.36,0,4.071,6.0,6.0,43.33,2.83,0.17,4.82,350,-0.5,13,0,4.1,2,1
R05341,0,16,0.0,0,3,3,4,325.87,14.81,22,48.102000000000004,3,5,2,3.33,29.68,13.65,1.05,0.32,0.45,0.32,0.14,0,4.209,3.0,3.0,41.67,3.67,0.0,5.04,327,3.0,20,0,4.9,1,1
R05342,1,4,0.0,1,3,4,4,415.39,19.78,21,83.82000000000001,4,5,4,4.33,28.29,15.45,1.16,0.38,0.33,0.29,0.19,0,4.19,6.0,6.0,55.5,3.0,0.17,5.12,678,1.0,21,1,4.9,0,2
R05344,0,19,0.0,0,1,2,4,424.48,23.58,18,41.16,2,2,4,2.67,31.28,17.16,1.24,0.44,0.17,0.17,0.39,0,4.378,2.0,2.0,20.0,2.0,0.0,3.71,346,0.0,18,0,4.6,0,0
R05345,0,41,0.0,0,0,3,6,416.46,18.11,23,0.0,1,1,4,2.0,32.3,14.5,1.16,0.3,0.43,0.22,0.22,0,4.243,3.0,3.0,74.0,3.0,0.0,5.41,542,-0.75,22,0,3.8,0,1
R05346,0,46,0.0,0,0,2,4,460.37,18.41,25,0.0,1,1,4,2.0,33.12,15.35,1.14,0.28,0.48,0.2,0.24,0,4.348,2.0,2.0,188.0,1.5,0.0,5.65,515,-0.67,23,0,3.9,0,1
R05347,0,34,0.0,0,0,3,5,328.86,17.31,19,0.0,1,1,2,1.33,36.53,14.4,1.14,0.26,0.21,0.26,0.11,0,4.395,8.0,8.0,40.62,3.5,0.38,4.96,288,-0.75,18,0,3.9,0,2
R05348,0,76,0.0,0,0,0,6,344.99,17.25,20,0.0,1,1,2,1.33,27.75,14.96,1.1,0.3,0.5,0.35,0.25,0,4.025,3.0,3.0,46.33,3.67,0.0,5.14,178,0.0,19,0,4.5,0,1
R05349,0,23,0.0,0,2,2,6,440.19,22.01,20,28.161,2,4,4,3.33,32.75,16.6,1.22,0.3,0.5,0.4,0.1,0,4.23,6.0,6.0,17.17,1.83,0.0,3.48,291,2.0,20,0,4.6,1,2
R05352,0,2,0.0,1,2,4,5,349.97,14.58,24,32.22,5,4,3,4.0,31.21,13.26,1.09,0.21,0.25,0.25,0.29,0,4.167,4.0,4.0,197.75,2.25,0.0,6.1,551,0.0,23,0,3.8,0,0
R05353,1,41,0.0,0,0,1,5,513.8,20.55,25,0.0,1,1,5,2.33,35.6,16.67,1.12,0.6,0.16,0.32,0.2,0,4.2,5.0,5.0,46.4,3.4,0.0,5.07,264,-0.5,25,0,5.0,2,2
R05354,0,18,0.0,0,1,2,4,411.32,18.7,22,11.68,2,2,4,2.67,36.36,15.43,1.11,0.45,0.32,0.14,0.09,0,4.25,5.0,5.0,139.4,3.4,0.2,6.16,714,0.0,22,0,4.2,0,0
R05356,0,4,0.0,1,2,2,4,358.46,17.07,21,65.39200000000001,4,4,3,3.67,26.67,14.82,1.1,0.33,0.33,0.29,0.33,0,4.19,4.0,4.0,74.75,4.0,0.5,5.7,507,2.0,21,0,3.8,0,0
R05357,1,7,0.0,0,3,3,3,361.68,20.09,18,39.824,4,5,3,4.0,33.61,15.23,1.13,0.56,0.39,0.33,0.17,0,4.178,3.0,3.0,173.67,3.0,0.0,6.26,438,3.0,17,1,4.0,2,1
R05358,0,45,0.0,0,0,1,5,558.61,22.34,25,0.0,1,1,5,2.33,30.68,17.05,1.2,0.68,0.16,0.4,0.32,0,4.236,7.0,7.0,100.14,3.14,0.29,5.75,289,-0.5,24,0,5.0,2,2
R05359,0,4,0.0,1,2,3,7,365.73,20.32,18,50.906000000000006,4,4,3,3.67,33.28,16.02,1.21,0.22,0.17,0.17,0.33,0,4.339,6.0,6.0,76.83,3.83,0.0,5.69,145,0.5,18,0,5.0,1,2
R05360,0,22,0.0,0,1,1,3,360.72,15.68,23,9.48,2,2,3,2.33,28.48,13.89,1.1,0.26,0.35,0.3,0.17,0,4.117,10.0,10.0,208.7,3.3,0.0,6.54,578,1.0,23,0,4.1,0,0
R05361,0,17,0.0,0,2,5,6,233.31,13.72,17,25.61,2,4,1,2.33,33.47,12.42,1.02,0.59,0.47,0.18,0.12,0,4.147,10.0,10.0,68.6,3.1,0.4,5.36,143,-0.25,17,0,4.8,2,1
R05362,0,1,0.0,1,1,1,3,287.84,22.14,13,20.352,5,2,1,2.67,33.38,17.19,1.2,0.23,0.15,0.38,0.15,0,4.169,5.0,5.0,162.4,3.8,0.2,6.43,502,1.0,12,1,3.9,0,0
R05363,0,17,0.0,0,1,1,2,114.04,16.29,7,11.92,2,2,1,1.67,31.71,13.63,1.19,0.14,0.14,0.29,0.0,0,4.329,9.0,9.0,123.56,3.0,0.11,5.92,63,1.0,7,0,4.2,0,0
R05364,0,6,0.0,1,1,2,3,247.48,16.5,15,10.36,4,2,1,2.33,34.47,14.47,1.11,0.27,0.27,0.13,0.2,0,3.973,6.0,6.0,114.33,3.17,0.17,5.9,473,0.0,15,0,4.4,0,0
R05365,0,27,0.0,0,1,3,5,342.0,17.1,20,27.765,2,2,2,2.0,32.0,14.44,1.12,0.2,0.45,0.3,0.1,0,3.895,7.0,7.0,87.86,2.57,0.29,5.42,595,-0.33,20,0,4.0,1,1
R05366,0,38,0.0,0,0,2,3,297.79,18.61,16,0.0,1,1,2,1.33,38.75,15.93,1.09,0.25,0.12,0.38,0.19,0,4.112,7.0,7.0,32.0,3.86,0.14,4.82,621,-0.67,15,0,4.2,1,0
R05367,0,14,0.0,0,3,5,6,376.67,23.54,16,47.802,3,5,3,3.67,32.38,17.32,1.19,0.19,0.56,0.44,0.19,0,4.381,2.0,2.0,121.0,1.5,0.0,5.21,248,0.33,15,0,4.0,0,1
R05368,0,39,0.0,0,0,3,4,299.5,21.39,14,0.0,1,1,2,1.33,39.71,17.37,1.15,0.71,0.64,0.21,0.21,0,4.336,2.0,2.0,192.5,2.5,0.0,6.18,297,-0.75,14,0,4.7,2,1
R05369,1,29,0.0,0,1,3,5,339.39,22.63,15,17.01,2,2,2,2.0,29.0,17.74,1.21,0.33,0.27,0.4,0.6,0,4.153,3.0,3.0,22.0,2.67,0.0,4.09,640,-0.33,15,1,4.7,0,1
R05370,0,9,0.0,0,2,10,10,475.86,18.3,26,30.36,4,4,5,4.33,32.62,15.26,1.12,0.58,0.23,0.23,0.23,0,4.288,4.0,4.0,19.25,3.0,0.25,4.07,428,-0.67,25,1,4.6,3,0
R05372,0,19,0.0,0,2,4,8,481.72,22.94,21,58.623999999999995,2,4,5,3.67,36.1,18.09,1.16,0.33,0.29,0.19,0.29,0,3.981,5.0,5.0,85.6,2.2,0.2,5.24,233,0.0,19,0,4.6,0,0
R05373,0,10,0.0,0,2,3,8,412.09,17.92,23,27.840000000000003,3,4,4,3.67,38.13,15.77,1.08,0.22,0.43,0.35,0.13,0,3.878,8.0,8.0,46.0,2.62,0.12,4.8,74,0.5,23,0,5.0,0,1
R05375,1,5,0.0,1,2,5,11,449.56,19.55,23,35.77,4,4,4,4.0,30.7,15.91,1.13,0.22,0.04,0.35,0.3,0,4.217,5.0,5.0,48.6,3.4,0.0,5.11,591,-0.25,23,0,4.2,0,2
R05376,1,2,0.0,2,2,2,2,217.05,16.7,13,36.605000000000004,5,4,1,3.33,38.38,14.55,1.07,0.54,0.15,0.23,0.08,0,4.115,5.0,5.0,43.2,2.2,0.6,4.56,448,2.0,13,0,4.3,2,0
R05377,0,3,0.0,2,3,4,5,385.52,16.76,23,70.97,5,5,3,4.33,36.7,14.38,1.1,0.43,0.22,0.26,0.13,0,4.122,4.0,4.0,95.25,2.75,0.0,5.57,523,1.0,23,0,4.4,0,2
R05378,0,6,0.0,1,1,1,2,312.71,18.39,17,36.29,4,2,2,2.67,30.41,14.63,1.18,0.47,0.53,0.18,0.18,0,4.165,9.0,9.0,131.67,2.78,0.11,5.91,580,1.0,17,0,4.6,0,1
R05379,0,55,0.0,0,0,1,6,305.59,16.08,19,0.0,1,1,2,1.33,31.37,14.21,1.04,0.47,0.47,0.32,0.0,0,4.011,3.0,3.0,98.0,4.0,0.0,5.97,492,-0.5,19,1,5.0,0,1
R05381,0,7,0.0,0,1,1,1,198.03,15.23,13,20.84,4,2,1,2.33,31.77,14.06,1.04,0.38,0.38,0.31,0.15,0,4.054,3.0,3.0,43.0,3.33,0.33,4.97,100,1.0,13,0,3.7,0,1
R05382,0,12,0.0,0,1,4,9,444.86,19.34,23,9.62,3,2,4,3.0,30.61,15.16,1.12,0.35,0.09,0.3,0.09,0,4.283,3.0,3.0,92.67,2.67,0.0,5.52,124,-0.5,23,0,4.5,1,0
R05383,0,39,0.0,0,0,4,4,281.73,16.57,17,0.0,1,1,1,1.0,43.82,14.13,1.14,0.29,0.35,0.18,0.24,0,4.106,4.0,4.0,122.0,4.0,0.25,6.19,538,-0.8,15,0,3.9,0,2
R05384,0,31,0.0,0,0,5,8,507.39,21.14,24,0.0,1,1,5,2.33,33.67,16.92,1.16,0.29,0.17,0.29,0.17,0,4.379,5.0,5.0,43.4,4.0,0.6,5.16,464,-0.83,24,1,5.0,1,0
R05385,0,12,0.0,0,1,4,4,304.12,15.21,20,8.04,3,2,2,2.33,27.3,13.75,1.08,0.25,0.25,0.1,0.1,0,4.345,6.0,6.0,64.17,3.17,0.17,5.32,523,-0.5,19,1,3.7,1,2
R05386,0,27,0.0,0,1,2,4,282.91,21.76,13,30.329,2,2,1,1.67,26.62,15.94,1.25,0.23,0.46,0.31,0.46,0,4.185,5.0,5.0,54.6,2.6,0.2,4.96,672,0.0,13,0,5.0,0,1
R05387,0,28,0.0,0,1,2,5,472.71,20.55,23,13.2,2,2,5,3.0,32.96,15.27,1.2,0.43,0.17,0.26,0.26,0,4.23,2.0,2.0,428.0,2.0,0.0,6.75,69,0.0,23,0,5.0,0,0
